News_title,Sentiment(MaxEntropy),Sentiment(VADER),Sentiment(SparkNLP)
Comment | Massive Unemployment Needs To Be Addressed Immediately,0,0,0
Massive Unemployment Needs To Be Addressed Immediately,0,0,0
Small Businesses Start To Cut Salaries To Survive Covid–19,0,0,0
"‘reduce Interest Rates Of Personal, Corporate Loans’",0,1,0
Grim 1q Earnings Outlook For Selected Industries | The Edge Markets,0,0,1
"Academics Support Calls for Strengthening Agriculture, Fisheries",0,1,1
Worse to come for Malaysia's unemployment numbers,0,0,0
Worse To Come For Malaysia’s Unemployment Numbers,0,0,0
"The Week Ahead: Close Watch On China’s 1q Gdp Growth, Us Jobless Claims | The Edge Markets",0,1,1
Will Economic Contraction Get Worse Than Bnm’s Forecast? | The Edge Markets,0,0,1
"Online Retailers Are Slashing Prices, Yet New Survey Shows Malaysians Too Scared To Spend",0,0,0
"Online retailers are slashing prices, yet new survey shows Malaysians too scared to spend",0,0,0
"Online Retailers Are Slashing Prices, Yet New Survey Shows Malaysians Too Scared To Spend",0,0,0
"Concerned about PKS: Radical Steps to Stimulate Industry, Revitalize the State Economy – Tok Mat",0,1,0
Additional Package of Radical Measures to Stimulate the Economy of Pks,0,1,1
"Concerned with PKS: Radical Steps to Stimulate Industry, Revitalize the Country's Economy – Mohamad",0,1,0
Mp Speaks | The Prihatin Packages: Missed Opportunities,0,1,1
"Think Tank: 40 Pct Of Startups, Social Enterprises Will Fold Without Help",0,0,1
"Economic Stimulus Package, People Care",0,1,1
"Offer Loans To Sme With Lower Or Zero Rates Amid Covid–19, Think Tank Urges Govt",0,0,0
Equitable Vs Equal Burden Sharing In Times Of Crisis,0,0,1
Equitable Vs Equal Burden Sharing In Times Of Crisis,0,0,1
Call For Urgency In Replacing Foreign Workers With Locals,0,2,0
The Government Is Urged To Replace Foreign Workers With Locals,0,2,1
The Government Is Urged To Replace Foreign Workers With Locals,0,2,1
The Government Is Urged To Replace Foreign Workers With Locals,0,2,1
Guan Eng Hails Moody’s ‘a3’ Rating For Malaysia,0,2,1
Guan Eng hails Moody's 'A3' rating for Malaysia,0,2,1
Guan Eng hails Moody's 'A3' rating for Malaysia,0,2,1
Finance Minister Hails Moody’s A3 Rating For Malaysia | The Edge Markets,0,2,1
"Solid Fundamentals, Institutional Reforms Merit Moody's A3 Ratings – Lim",0,1,1
"Solid fundamentals, institutional reforms merit Moody's A3 ratings - Lim",0,1,1
Finance Ministry: Solid Fundamentals And Reform Prompts Moody’s A3 Rating,0,1,1
Finance Ministry: Solid fundamentals and reform prompts Moody's A3 rating,0,1,1
"Solid Fundamentals, Institutional Reforms Merit Moody’s A3 Ratings – Lim",0,1,1
Najib: Don't Let Sabah Be Left Behind,0,2,1
Fundamental changes needed for Labuan's economic recovery,1,2,1
"Fundamental Changes Needed For Labuan's Economic Recovery, Says Senior Lecturer",1,2,1
"Fundamental changes needed for Labuan's economic recovery, says senior lecturer",1,2,1
Certification is the key to balancing forest conservation and timber industry development,1,2,1
"Economic recovery likely in early months of 2021, says DOSM",1,2,1
The RM45 billion additional economic stimulus package is much needed for Budget 2021 following the unexpected rise in the unemployment rate to 4.7% and the contraction of the Industrial Production Index (IPI) by 0.5% in October 2020,1,0,0
DOSM: M'sia needs close monitoring to achieve 2030 Agenda,1,2,1
Close monitoring needed to achieve 2030 Agenda for Sustainable Development - DOSM,1,2,1
Malaysia records better Sustainable Devt Goals performance,1,1,1
"Malaysia records better SDG performance in 2019, says minister",1,1,1
Malaysia records better SDG performance in 2019 - Mustapa,1,1,1
Malaysia records better SDG performance in 2019 - Mustapa,1,1,1
Malaysia's digital trade takes on greater importance in a post-Covid world,1,1,1
"The Week Ahead: Focus on committee stage of Budget 2021, Covid-19 vaccine developments",1,2,0
Travel bubble for safe domestic holidays,1,1,1
Empowering SMEs through e-commerce,1,2,1
Pandemic tells us to extend social protection to all,1,1,1
Extension of wage subsidies in line with the expected economic recovery,1,2,1
"Efforts to help small, medium entrepreneurs through e-commerce",1,1,1
MEDAC helps SME entrepreneurs through the e-commerce platform - Wan Junaidi,1,1,1
MEDAC helps SME entrepreneurs through the e-commerce platform - Wan Junaidi,1,1,1
MEDAC helps SME entrepreneurs through an e-commerce platform,1,1,1
Wan Junaidi: Entrepreneur Development Ministry to boost SME businesses via e-commerce platform,1,1,1
Maxis' Digital Readiness Index finds 58% of M'sian SMEs not ready in embracing digital tech to optimise efficiency,1,1,1
BERNAMA - MEDAC helps SME entrepreneurs through an e-commerce platform,1,1,1
'Green Travel Bubble' initiative govt's effort to revive tourism sector - Nancy,1,1,1
'Green Travel Bubble' initiative gov't's effort to revive tourism sector - Nancy Shukri,1,1,1
"'Green travel bubble' initiative govt's effort to revive tourism sector, says minister | The Edge Markets",1,1,1
'Green Travel Bubble' initiative government's effort to revive tourism sector - Nancy Shukri,1,1,1
Malaysia has potential to be Asean digital capital,1,2,1
'Green Travel Bubble' initiative govt's effort to revive tourism sector - Nancy,1,1,1
Labour productivity improves in Q3 2020 - DOSM,1,1,1
Labour productivity improves in third quarter 2020 - DOSM,1,1,0
Labour productivity improves in Q3 2020: DOSM,1,1,1
"Stats Dept: Malaysia's labour productivity improves in Q3, aided by longer business operation hours",1,1,1
Labour productivity improves in Q3 2020 - DOSM,1,1,1
V-shaped recovery in the offing,1,2,1
Third quarter GDP showed solid recovery,1,1,1
Finance minister: Q3 GDP shows solid recovery; economic and financial system fundamentals remain sound,1,1,1
Q3 GDP shows solid recovery; economic & financial system fundamentals remain sound -- Tengku Zafrul,1,1,1
Malaysia well poised to be heart of digital Asean,1,1,1
Malaysia's performance increased by 24 percent,1,1,1
New Job Opportunities During the Pandemic,1,1,1
"Gig workers now face of Malaysia's labour force, says Khazanah Research Institute",1,2,0
Malaysia continues to struggle for economic recovery,1,0,1
The week ahead - biggest listing of the year,1,2,1
Creative Economy 2021 Forum fosters sustainable and resilient creative economy,1,1,1
"More pump priming, protecting and creating jobs",1,1,1
Malaysia's creative industry needs support to boost contribution to economy - DOSM,1,1,1
Malaysia's creative industry needs support to boost contribution to economy,1,1,1
Malaysia's creative industry needs support to boost contribution to economy,1,1,1
My Say: Revisiting Vision 2020 and learning from the past to address the present and chart the future,1,1,1
"Budget 2021: More pump priming, protecting and creating jobs",1,1,0
"Economists say Budget 2021 to focus more on pump priming, protecting and creating jobs",1,1,0
"Budget 2021: More pump priming, protecting and creating jobs",1,1,0
Fair distribution according to state contribution,1,1,1
Labor market improved in third quarter: BNM,1,1,1
The labor market improved in the third quarter - BNM,1,1,1
BNM: The labor market improved in the third quarter,1,1,1
A strong foundation helps Malaysia survive the shock of the pandemic - Wahid,1,1,1
A solid foundation to help Malaysia from the shock of Covid-19 - Wahid,1,1,1
The State of the Nation: Sticky deflationary pattern to stay,1,2,1
"Johor's financial reserves are strong, should be used to encourage the economy",1,1,1
Rising Covid-19 cases could delay tourism industry's recovery,1,0,1
Collective action of international community key to Covid-19 recovery: Muhyiddin,1,2,1
Exclusive - Consumption blues,1,1,1
SMEs' contribution to GDP rose to 38.9%,1,2,1
Contribution of employees compensation to GDP up to 35.9 pct in 2019: DoSM,1,2,1
"Economy recovering, 83.5% of employees have returned to work",1,2,1
"Zafrul: Economy recovering, 83.5% of employees have returned to work",1,2,1
"Economy recovering, 83.5 pct of employees have returned to work - Finance Minister",1,2,1
"Economy recovering, 83.5 per cent of employees have returned to work - Tengku Zafrul",1,2,1
"Economy recovering, 83.5% of employees have returned to work - Tengku Zafrul",1,2,1
Tengku Zafrul says Malaysia's economy on the mend with 83.5pc of employees returning to work,1,2,1
"Economy recovering, 83.5% of employees have returned to work - Tengku Zafrul | The Edge Markets",1,2,1
Tengku Zafrul says Malaysia's economy on the mend with 83.5pc of employees returning to work,1,2,1
"Economy recovering, 83.5 % of employees have returned to work - Tengu Zafrul",1,2,1
Malaysia is recognized as an economic support package,1,1,1
"Economy recovering, 83.5 pct of employees have returned to work - Tengku Zafrul",1,2,1
The country's economy is in recovery momentum,1,2,1
"Recovery without reforms is futile, said MTE's executive director",1,1,1
The wisdom behind the pandemic,1,1,1
The PM urged the people to spend to help recover the country's economy,1,1,1
Muhyiddin urged the people to spend to help recover the country's economy,1,1,1
INSKEN is committed to empowering local entrepreneurs,1,1,1
MDEC helps the digital leap of SMEs,1,1,1
The MDEC initiative helps the digital leap of SMEs,1,1,1
"Swift digitalisation reforms needed to survive, says MDEC, SHRDC and Plus Solar",1,1,0
MDEC helps SMEs make a digital leap in the new norm - Director,1,1,1
Not a Sin for the Chinese to Be Rich,1,1,0
Not a sin for the Chinese to be rich,1,1,0
MyExport provides export opportunity during pandemic,1,1,1
Two Malaysians resort to finding work outside their comfort zones due to Covid-19,1,1,0
Unpaid care work needs constant attention for the sake of the economy,1,1,0
The State of the Nation: Penjana: Restarting the economy and paving the way for reform,1,2,1
"Permanent business GENERATOR incentives, create jobs",1,1,1
GENERATORS; ONE STEP TO OVERCOME THE ECONOMIC CRISIS AND UNEMPLOYMENT,1,0,1
Anwar: MPs Should Have Been Allowed to Debate RM35B Penjana Plan,1,2,0
Anwar: MPs should have been allowed to debate RM35b Penjana plan for economic regeneration,1,2,0
Is it enough to advance a film with an Oscar-winning KPI?,1,2,1
Anwar: MPs should have been allowed to debate RM35b Penjana plan for economic regeneration,1,2,0
Assistance under the Prihatin package continues in line with the Generator,1,2,0
#PRIHATIN package assistance continues in line with #PENJANA - Tengku Zafrul,1,2,1
Assistance Under the PRIHATIN Package Will Continue In Line With GENERATORS,1,2,1
Assistance under the PRIHATIN package will continue in line with GENERATORS - Tengku Zafrul,1,2,1
PENJANA: RM9 billion allocation will help revive country's employment sector,1,1,1
Malaysian Employers Federation: RM9b Penjana allocation will help revive employment sector,1,1,1
PENJANA: The RM9 monthly fund is able to breathe new life into the country's employment sector,1,2,1
An inclusive approach to economic generation,1,2,1
"Toward a comprehensive, consistent economic recovery",1,1,1
PENJANA: RM9 bln allocation will help revive country's employment sector,1,1,1
"GENERATOR RM35 billion empowering the people, traders, stimulating the economy",1,1,0
What are your job prospects after Covid-19,1,1,1
"Covid-19: Comprehensive law for tenants, homeowners and banks needed, say Opposition lawmakers",1,1,1
"Changing the government is good, you can restart the economy from scratch - Expert",1,1,0
"It's not just the people who don't agree to change the government, economists also agree to remain Ms - People's Mind",1,0,0
Kingdom swaps allow economies to be rebuilt from scratch - economist,1,1,1
The culture of digitization helps PKS deal with the impact of Covid-19,1,1,1
"Covid–19: The Kingdom Has a Strategy, Prepares to Handle Poverty Situation",1,0,1
Job Creation Needs To Be A Priority In The Economic Recovery Plan,1,1,0
Job Creation Needs To Be A Priority In The Economic Recovery Plan,1,1,0
"Covid–19: The Kingdom Has a Strategy, Prepares to Handle Poverty Situation",1,0,1
"Department of Statistics Prepares New, Up-to-date More Detailed Statistics",1,2,1
Statistics Dept: Work Together To Strengthen Malaysia’s Socio–economic Position,1,1,1
Work Together To Strengthen The Country's Socio–economic Position –– Dosm,1,1,1
Covid–19 Can Be A Blessing In Disguise For Businesses,1,1,1
"Covid–19 Can Be A Blessing In Disguise For Businesses, Says Economist",1,1,0
The State's Socio-Economic Position Can Be Accelerated By Three Main Dimensions,1,2,1
Malaysia’s Gdp Grow By 0.7% In Q1,1,2,1
GDP growth of 0.7pct for first quarter of 2020 is lowest since 2009,1,2,0
Work together to strengthen the country's socio-economic position -- DOSM,1,1,1
The socio-economic position of the country can be improved by three main dimensions,1,1,1
Former Hr Minister Urges Pm To Announce Measures To Boost Employment And Save Businesses,1,1,1
"Almost A Million Will Lose Their Jobs This Year, Says The Employers' Association",1,0,1
Former HR minister urges PM to announce measures to boost employment and save businesses,1,1,1
Former Hr Minister Urges Pm To Announce Measures To Boost Employment And Save Businesses,1,1,1
Survey: Two In Five Firms Say Need At Least Six Months For Recovery Even If Covid–19 Contained,1,2,1
Survey: Two in five firms say need at least six months for recovery even if Covid-19 contained,1,2,1
Survey: Two In Five Firms Say Need At Least Six Months For Recovery Even If Covid–19 Contained,1,2,1
‘malaysians Love Property But …’,1,1,1
Urbanfutures: Building A Trust Economy | The Edge Markets,1,1,1
Department of Daily Wage Workers Sector Careful Statistics,1,1,1
"Channel More Help To Pks, Self Employed",1,1,0
Malaysia To Experience Short–term Benefit From China,1,1,1
Comprehensive Social Protection to Help the People,1,1,1
The Government's Correct Steps to Avoid the Unemployment Crisis,1,0,0
Move Will Help Smes To Retain Jobs: Minister,1,1,1
Additional SME Care Package can avoid unemployment,1,0,1
Additional Pks Care Package Able to Avoid Unemployment,1,0,1
"Precise, Comprehensive Extra Care Package",1,1,1
"Precise, Comprehensive Extra Care Package: Tok Mat",1,1,1
Proposed tax incentives to help SMEs,1,1,1
Proposed Tax Incentives To Help Pks,1,1,1
"Rm250bil Second Stimulus Package Should Help Tech Startups, Says Pikom Think Tank",1,1,1
Covid–19 & Mco: Tax Relief Proposals For Smes,1,1,1
Covid-19 & MCO: Tax relief proposals for SMEs,1,1,1
Covid–19 & Mco: Tax Relief Proposals For Smes | The Edge Markets,1,1,1
Covid–19 And Mco: Tax Relief Proposals For Smes — S. Saravana Kumar And Yap Wen Hui,1,1,1
Economic Stimulus Package Concerns the People: The Dilemma of Small and Medium Enterprises,1,0,1
Offer more assistance than loans to Small and Medium Enterprises - PSB,1,2,1
The Week Ahead: Focus On Who Will Become The Next Pm And Opr | The Edge Markets,1,2,1
Bsn Provides Smes Matching Grants To Digitalise Operations,1,1,1
'Ample room' to adjust monetary policy: Bank Negara governor,1,2,1
Pks Big Contributor of Income,1,2,1
Newsbreak: Seizing Opportunities Beyond The Rm30 E–wallet Credit | The Edge Markets,1,1,1
Bnm Interest Rate Drop: What Are The Effects And Effectiveness? – Shahril,1,1,1
"Strong Economic Fundamentals, Institutional Reforms Justify Moody's A3 Rating – Lim",1,1,1
Malaysia Gets High A3 Rating From Moody's Due To Solid Economic Fundamentals,1,1,1
The Week Ahead: Spotlight On World Economic Forum And Bank Negara’s First Opr Decision For 2020 | The Edge Markets,1,2,1
"Sabah's economic growth used to be the highest, now it is the lowest",1,2,1
"Sabah's economic growth used to be the highest, now it is the lowest",1,2,1
"From Highest, Warisan-ph Make Sabah's Growth Lowest - Najib",1,2,1
"#prkkimanis : Instead of being the highest, Warisan-ph makes Sabah's growth the lowest",1,2,1
Ready Towards a Cashless Society With People's E-cash,1,1,1
Many Hurdles Amid Great Growth,1,1,1
Ready Towards a Cashless Society With People's E-cash,1,1,1
‘malaysia’s Real Gdp Growth To Around 4.7 Pct For 2019’,1,1,1
"The Week Ahead: Eye On 1mdb Audit Case, Middle East Conflict And Signing Of Us–china Phase One Trade Deal | The Edge Markets",1,0,1
Lim: 2020 A Better Year For Malaysian Economy,1,1,1
Malaysia's Economy Likely To Better This Year: Mof,1,1,1
"Malaysia's Economy To Do Better In 2020, Says Guan Eng",1,1,1
Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,2,1
Malaysian Economy Expected to Grow - Guan Eng,1,2,1
Malaysia’s Economy To Do Better In 2020 – Lim,1,1,1
Mega Project Stimulates Economic Growth This Year,1,1,1
Malaysian Economy Expected to Grow Fast - Guan Eng,1,2,1
Lge Upbeat On Economy After Malaysia's Purchasing Managers' Index Rises To 15–month High,1,2,1
Malaysia’s Economy To Do Better In 2020: Lim,1,1,1
Malaysia’s Economy To Do Better In 2020 – Lim,1,1,1
Lim: Malaysia's economy is expected to grow rapidly in 2020,1,2,1
Malaysia's economy is expected to grow rapidly in 2020: Guan Eng,1,2,1
Malaysia's Economy Expected to Grow Fast in 2020: Guan Eng,1,2,1
"Malaysia's Economy To Do Better In 2020, Says Guan Eng",1,1,1
"Malaysia's Forecast For Robust Growth In 2020 Backed By Data, Says Finance Minister",1,1,1
Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,2,1
Malaysia's Economy To Do Better In 2020 – Lim,1,1,1
"Guan Eng Predicts Better Year Ahead With More Projects, Jobs",1,1,1
Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,2,1
digitization of the country's economy benefits all - lim,2,1,1
malaysia on track towards developed nation status: statistics dept,2,2,1
malaysia on track towards developed nation status: dosm,2,2,1
Statistics Dept: Malaysia On Track Towards Developed Nation Status,2,2,1
service sector to achieve 60pct gdp contribution in 3 years,2,2,1
malaysia on track towards developed nation status,2,2,1
Tech Sector Hits Stride With Ample Support,2,1,1
tech sector hits stride with ample support from govt,2,1,1
tech sector hits stride with ample support from govt,2,1,1
"tech sector hits stride with ample support from govt, established players",2,1,1
"tech sector hits stride with ample support from govt, established players",2,1,1
2019 Is Deemed As The Year Of Pks Empowerment,2,2,1
2019 Is Deemed As The Year Of Pks Empowerment,2,2,1
Top 100 SMEs Defy Economic Headwinds to Post Triple-Digit Growth,2,1,1
state govt embarks on tourism master plan,2,2,1
95 tourism events included in state’s calendar of events 2020,2,2,1
"Bursa Seen To Trade In Tight Range, Investors Await Key Data",2,1,1
Sarawak Have Its Own Regional Tourism Satellite Account,2,2,1
Abdul Karim: State govt considering possibility of making Kuching an umrah hub,2,2,1
Sarawak has its own regional Tourism Satellite Account,2,2,1
Sarawak have its own regional tourism satellite account,2,2,1
Propertyguru Anticipates Glimmers Of Opportunity,2,1,1
VISION 20/20: PROPERTYGURU MARKET OUTLOOK,2,1,1
Malaysia's economy is expected to grow next January-March,2,2,1
study: 4 major things malaysians are worried about in 2019,2,0,0
"RCEP the realization of the rise of ASEAN, Asia",2,2,1
"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist",2,2,1
Bank Rakyat Focuses Efforts Towards Sustainability Seriously,2,0,1
bank rakyat takes sustainability efforts seriously,2,0,1
"Lim Guan Eng : Rm 800 Billion Debt , Ringgit Is Asia’s Worst Currency , 521 000 Unemployment , Klse Loses Rm157 Billion , 32,000 Retrenchment & Palm Oil From Rm800 To Rm 200",2,0,0
"RM1,200 minimum wage still below living wage in the Klang Valley | The Edge Markets",2,2,1
"RM1,200 minimum wage still below living wage in Klang Valley: Economists",2,2,0
"RM1,200 minimum wage still below living wage in the Klang valley",2,2,1
"RM1,200 minimum wage not nearly enough in Klang Valley, says economist",2,2,0
Muhammed Khalid: Developers should lower prices for unsold high-end homes,2,0,0
Focus on closing the disparity gap,2,2,0
Selangor receives the highest domestic visitor expenditure,2,2,1
Malaysia's FDI rises 10.3 pct to RM667. 5bil in Q2,2,2,1
"2Q GDP highest in five quarters, surprises market - analysts",2,1,1
"Q2 GDP highest in 5 quarters, surprises market -- Analysts",2,1,1
Social inclusion the Islamic way,2,2,1
Malaysia surprises sceptics over sovereign ratings,2,1,1
Nstleader: Business Matters,2,1,1
"census to cover 12,000 businesses",2,2,1
Give more access to financing for first-time homebuyers,2,2,1
"Give more access to financing for first-time homebuyers, govt tells banks",2,2,1
Malaysia recorded a current account surplus of RM16.4 billion,2,2,1
Malaysia's economy reaches RM1.45 trillion,2,1,1
"Economy rebased to 2015, GNI per capita to reach RM47,720 by 2020",2,1,1
Rebasing does not change GDP projection for 2019: DOSM,2,2,0
Malaysia's economy reaches new height of RM1.45 tln in 2018,2,1,1
Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,1,1
rebasing does not change gdp projection for 2019: dosm,2,2,0
Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,1,1
sabah eyes rm60b from manufacturing sector by 2030,2,2,1
The Sabah manufacturing sector is targeted at RM60b by 2030,2,2,1
Sabah Manufacturing Sector Targeted to Generate Rm60 Billion in Income,2,2,1
malaysia ends deflation streak in march,2,2,1
malaysian businesses can reach 179 mln active buyers on ebay,2,1,0
Escaping the Poverty-Nutrition Trap - Dr. Madeline Berma,2,0,1
Does Gdp Truly Reflect A Nation’s Progress?,2,1,1
Does Gdp Truly Reflect A Nation's Progress?,2,1,1
Federal Territory the pulse of nation's economy - Azmin,2,2,1
federal territory the pulse of nation’s economy: azmin,2,2,1
federal territory the pulse of nation’s economy – azmin,2,2,1
azmin: federal territories the pulse of nation's economy,2,2,1
Federal Territory the pulse of nation's economy - Azmin,2,2,1
Azmin: Federal Territories the pulse of nation's economy,2,2,1
azmin: federal territories the pulse of nation's economy,2,2,1
federal territory the pulse of nation’s economy – azmin ali,2,2,1
industrial chain upgrade for SMEs and large firms,2,2,1
let’s not forget the cha-cha-cha guan eng did with tommy thomas and richard malanjum,2,1,1
"Real estate, don't let the people squander",0,2,1
national+general,0,2,1
Local digital economy's growth slows in 2018,0,1,1
local digital economy’s growth slows in 2018,0,1,1
MATRADE steps up efforts to promote exports in the midst of a trade war,0,0,1
Matrade bolsters export promotion efforts amid trade war,0,0,1
Matrade bolsters export promotion efforts amid trade war,0,0,1
Creating 'bankable' housebuyers overnight is perilous,0,1,1
Controlling Rising Healthcare Costs Is Not A Magic Solution,0,0,0
when the main Muslim product is interpreted as a non-Muslim boycott,0,0,0
"women and business, separated no",0,0,0
"the week ahead: start of najib’s 1mdb trial, banks’ 2q results in focus",0,2,1
"40,000 unemployed graduates in Sabah",0,2,0
National+general,0,2,1
"the week ahead: eyes on us-china trade tensions, june ipi",0,0,1
The State of the Nation: Growth critical to cutting Malaysia's debt noose,0,0,0
FM: Our household debts are down. Start lending more please,0,1,1
"Household debt has gone down, banks need to expand access to loans - MalaysiaGazette",0,0,0
"Finance minister: Household debt down, banks please lend to new homebuyers",0,0,1
malaysia’s unemployment may reach 3.9 per cent in 2019,0,0,1
Don't sacrifice the performance of local universities with excessive backdoor quotas,0,2,0
The Week Ahead: Busy final week of corporate earnings announcements,0,2,1
Malaysia's IPI gains pace but 1Q GDP likely to weakened,0,0,1
my say: boosting the local economy through myth busting,0,1,0
"outwardly rich, inwardly poor",0,1,0
national+general,0,2,1
"business sentiment is weak, too important to ignore",0,0,0
"weak business sentiment, too big to ignore",0,0,0
"Ph regime's policies are not clear, unstable politics affect the country's economy",0,0,1
"headwinds abound for singapore, but economists say the silver lining lies in asean",0,0,1
Digitization of the country's economy benefits everyone,1,1,1
2019 marks year of SME empowerment,1,2,1
PropertyGuru anticipates glimmers of opportunity,1,1,1
malaysia's economy likely to grow in january–march 2020,1,2,1
Malaysia's economy is expected to grow in January-March 2020,1,2,1
Malaysia's economy is expected to grow next January-March,1,2,1
chief statistician: malaysia’s economy likely to grow in jan–march 2020,1,2,1
Malaysia's economy is expected to grow in January-March 2020,1,2,1
Malaysias economy likely to grow in January-March 2020,1,2,1
"minister: govt to provide rm20.7b in cash, incentives over five years for digitalisation",1,1,1
"Govt to provide RM20.7 billion in cash, incentives over 5 years for digitalisation",1,1,1
"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist | The Edge Markets",1,2,1
"global players remain drawn to malaysia’s economy, strategic location — iqi chief economist",1,2,1
"Global players remain drawn to Malaysias economy, strategic location - IQI chief economist",1,2,1
"the week ahead: eye on 3q gdp, singles’ day and trump impeachment inquiry",1,2,1
bank rakyat aims to achieve all the un sustainable development goals,1,2,1
Malaysia's digital economy contributes 18.5% to GDP in 2018,1,2,1
Rationalization of funding institutions to meet the requirements of SME participation - WKB2030,1,2,0
Shared Prosperity Vision is new national development narrative,1,1,1
midf research sees higher gdp growth in 2h19,1,1,1
MIDF Research sees higher GDP growth in 2H19,1,1,1
malaysia's gain companies poised for global impact,1,1,1
The Week Ahead: 1mdb’s First Ceo To Testify After Explosive Revelations,1,2,1
underqualified and overqualified fresh graduates,1,1,1
National+general,1,2,1
Thematic Property Investment: Education As A Catalyst.,1,2,1
100 mandatory facts to support Muslim and indigenous products,1,1,0
100 mandatory facts to support Muslim and indigenous products,1,1,0
100 arguments why you should support the #bmbf campaign,1,2,0
100 mandatory facts to support Muslim products & bumiputera products,1,1,0
My Say: The Unconventional Role Of Smes And Micro-enterprises For Economic Development,1,2,1
My Say: Gauging Consumer And Business Optimism,1,1,1
lazada ready for digital tax,1,1,1
Guan Eng: Malaysia's sustained economic growth continues to attracts FDI,1,1,1
Mof: Increase In Fitch Gdp Growth Projection Due To Steady Rise In Fdi,1,1,1
‘future gdp growth hinges on global devt’,1,1,1
MoF: Increase in Fitch GDP growth projection due to steady rise in FDI,1,1,1
Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,0,1
Would-be entrepreneurs urged to make use of SMEs Opportunities for B40 Group Programme,1,1,1
Azmin Pledges Vigilance Against Economic Headwinds,1,2,1
Malaysia will remain vigilant despite Q2 stronger growth -- Azmin,1,0,1
Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,0,1
azmin pledges vigilance against economic headwinds,1,2,1
"stop playing the blame game and admit the facts, ngo tells warisan",1,0,0
"Stop playing the blame game and admit the facts, NGO tells Warisan",1,0,0
Malaysia's economy seen to grow 4.5pc to RM1.51 trillion,1,2,1
"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,1,1
"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,1,1
sme contribution to gdp rises 38.3% to rm521.7bil,1,2,1
"sme contribution to malaysian gdp rises to 38.3%, valued at us$126.3b",1,1,1
sme contribution to gdp rises 38.3% to rm521.7bil,1,2,1
smes registered higher contribution to overall gdp,1,2,1
Smes’ Gdp Contribution Up 38.3pc To Rm521.7m,1,2,1
SME s' GDP contribution up 38.3 pct to RM521.7 mln,1,2,1
"MIER introduces new indicators of economic, cost of living growth",1,1,1
"mier introduces new indicators of economic, cost of living growth",1,1,1
Malaysia’s Economy Grew 5.5 Per Cent In 2018,1,2,1
"Malaysia's economy grew 5.5 Pct in 2018, GDP value at RM1.4tln",1,1,1
"Malaysia's Economy Grew 5.5% In 2018, Gdp Value At Rm1.4 Tril — Dosm",1,1,1
"Statistics Dept: Malaysia’s Economy Grew 5.5pc In 2018, Gdp Value At Rm1.4t",1,1,1
"Malaysia's economy grew 5.5 per cent in 2018, GDP value at RM1.4 trillion - DoSM",1,1,1
Industrial production expansion in May points to GDP growth,1,1,1
"malaysia's labour productivity grew 2.2pct in 2018, surpassing some developed nations",1,2,1
The Week Ahead: Trump-Xi meeting in Osaka set to dominate the news,1,0,1
Digitising to unlock growth potential,1,1,1
MOF: Decrease in Household Debt in 2018,1,0,1
"as economy recovers, putrajaya urges banks to make loans easier for homebuyers, smes",1,1,1
"As economy recovers, Putrajaya urges banks to make loans easier for homebuyers, SMEs",1,1,1
"The Week Ahead: Quiet on the local front, more excitement on the international scene",1,1,1
the country's e-commerce prospects are strong,1,1,1
Malaysia's economy grew 4.5% in first quarter of 2019,1,2,1
Malaysia's economy grows 4.5 pct in 1Q 2019,1,2,1
malaysia's economy grows 4.5pc in q1,1,2,1
malaysian economy grows 4.5pc in 2019 first quarter,1,2,1
bnm: malaysia 1q19 gdp grows 4.5% on agriculture rebound,1,2,1
malaysia’s economy grows 4.5 pct in 1q 2019,1,2,1
Banks intensifying focus on SMEs,1,2,1
"the week ahead: malaysia’s 1q2019 gdp, china’s industrial production and more trade barriers expected this week",1,2,1
Banks intensifying focus on SMEs,1,2,1
Sabah strives to increase revenue from manufacturing sector to RM60 bil by 2030,1,1,1
sabah strives to increase revenue from manufacturing sector to rm60b by 2030,1,1,1
Etrade Programme Help Smes Understand E-commerce,1,1,1
the state of the nation: china needs a bigger aspirin than rosier pmi data,1,2,1
Malaysian businesses can reach 179 million active buyers on eBay,1,1,0
Malaysian businesses can reach 179 million active buyers on eBay,1,1,0
Malaysian businesses can reach 179 million active buyers on eBay,1,1,0
Malaysian Businesses can reach 179m active buyers on eBay,1,1,0
Opportunity For SMEs To Learn eCommerce From the Experts,1,1,1
Advancing gender equality in Malaysia,1,2,1
NS economic growth is faster than Penang - Najib - MalaysiaGazette,1,1,1
acfa sets focus on growing malaysian smes’ participation in capital market,1,1,1
Break The Poverty Cycle With Better Food,1,0,0
report on 5g ready by 4q,1,0,1
the week ahead: eyes on january exports and bank negara’s opr decision,1,2,1
