,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1475,189,2020-01-11 00:00:00, Theborneopost,Malaysia’s Economy To Do Better In 2020 – Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.9999993185385999
1476,190,2020-01-11 00:00:00, Malaysia Kini Bm,Lim: Malaysia's economy is expected to grow rapidly in 2020,1,[],[],2020,January,11,0.0,2,1,0.9999999999999909
1477,191,2020-01-11 00:00:00,Sinarharian,Malaysia's economy is expected to grow rapidly in 2020: Guan Eng,1,[],[],2020,January,11,0.0,2,1,0.9999999999997101
1478,192,2020-01-11 00:00:00,Sinarharian,Malaysia's Economy Expected to Grow Fast in 2020: Guan Eng,1,[],[],2020,January,11,0.0,2,1,0.9999999999992479
1479,193,2020-01-11 00:00:00, Malaysia Kini Bm,"Malaysia's Economy To Do Better In 2020, Says Guan Eng",1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.72750286
1480,194,2020-01-11 00:00:00, The Malay Mail Online,"Malaysia's Forecast For Robust Growth In 2020 Backed By Data, Says Finance Minister",1,"['Robust', 0.34, 'Growth', 0.3818, 'Backed', 0.0258]",[],2020,January,11,0.625,1,1,0.999963258652
1481,195,2020-01-11 00:00:00,Bernama,Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,[],[],2020,January,11,0.0,2,1,0.9999999999992479
1482,196,2020-01-11 00:00:00,Bernama,Malaysia's Economy To Do Better In 2020 – Lim,1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.9999993185385999
1483,197,2020-01-11 00:00:00, The Malaysian Insight,"Guan Eng Predicts Better Year Ahead With More Projects, Jobs",1,"['Better', 0.4404]",[],2020,January,11,0.44,1,1,0.9981934262
1484,198,2020-01-11 00:00:00,Peraktoday,Malaysia's Economy Expected to Grow Fast in 2020 - Guan Eng,1,[],[],2020,January,11,0.0,2,1,0.9999999999992479
1485,1,2019-12-30 00:00:00, Bernama,digitization of the country's economy benefits all - lim,2,[],[],2019,December,30,0.382,1,1,0.9999999999999998
1486,2,2019-12-28 00:00:00,Dailyexpress,malaysia on track towards developed nation status: statistics dept,2,[],[],2019,December,28,0.0,2,1,0.9999999999993645
1487,3,2019-12-28 00:00:00, Dailyexpress,malaysia on track towards developed nation status: dosm,2,[],[],2019,December,28,0.0,2,1,0.9999999999999629
1488,4,2019-12-27 00:00:00,The Malay Mail Online,Statistics Dept: Malaysia On Track Towards Developed Nation Status,2,[],[],2019,December,27,0.0,2,1,0.9999999999999937
1489,5,2019-12-27 00:00:00,New Strait Times,service sector to achieve 60pct gdp contribution in 3 years,2,[],[],2019,December,27,0.0,2,1,0.9999999999995496
1490,6,2019-12-27 00:00:00,The Star Malaysia,malaysia on track towards developed nation status,2,[],[],2019,December,27,0.0,2,1,0.9999999999998548
1491,7,2019-12-27 00:00:00,Theborneopost,Tech Sector Hits Stride With Ample Support,2,"['Support', 0.4019]",[],2019,December,27,0.402,1,1,0.9999999998502125
1492,8,2019-12-26 00:00:00, New Strait Times,tech sector hits stride with ample support from govt,2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.9999994752422
1493,9,2019-12-26 00:00:00, New Strait Times,tech sector hits stride with ample support from govt,2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.9999994752422
1494,10,2019-12-26 00:00:00,Bernama,"tech sector hits stride with ample support from govt, established players",2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.99999983196143
1495,11,2019-12-26 00:00:00, Theedgemalaysia,"tech sector hits stride with ample support from govt, established players",2,"['support', 0.4019]",[],2019,December,26,0.402,1,1,0.99999983196143
1496,12,2019-12-18 00:00:00, Bharian,2019 Is Deemed As The Year Of Pks Empowerment,2,[],[],2019,December,18,0.0,2,1,0.9999999999948559
1497,13,2019-12-18 00:00:00, Bernama,2019 Is Deemed As The Year Of Pks Empowerment,2,[],[],2019,December,18,0.0,2,1,0.9999999999948559
1498,14,2019-12-17 00:00:00, Money Compass,Top 100 SMEs Defy Economic Headwinds to Post Triple-Digit Growth,2,"['Top', 0.2023, 'Growth', 0.3818]",[],2019,December,17,0.527,1,1,0.9999966250951
1499,15,2019-12-17 00:00:00, Sarawak Voice,state govt embarks on tourism master plan,2,[],[],2019,December,17,0.0,2,1,0.9999998360159801
1500,16,2019-12-16 00:00:00, Theborneopost,95 tourism events included in state’s calendar of events 2020,2,[],[],2019,December,16,0.0,2,1,0.9999999999999999
1501,17,2019-12-14 00:00:00, The Malay Mail Online,"Bursa Seen To Trade In Tight Range, Investors Await Key Data",2,"['Await', 0.1027]",[],2019,December,14,0.103,1,1,0.9999999999523557
1502,18,2019-12-10 00:00:00, Borneo Today,Sarawak Have Its Own Regional Tourism Satellite Account,2,[],[],2019,December,10,0.0,2,1,0.999999999942676
1503,19,2019-12-10 00:00:00, Theborneopost,Abdul Karim: State govt considering possibility of making Kuching an umrah hub,2,[],[],2019,December,10,0.0,2,1,0.99988819802
1504,20,2019-12-10 00:00:00,Bernama,Sarawak has its own regional Tourism Satellite Account,2,[],[],2019,December,10,0.0,2,1,0.9999999999418216
1505,21,2019-12-10 00:00:00,Bernama,Sarawak have its own regional tourism satellite account,2,[],[],2019,December,10,0.0,2,1,0.999999999942676
1506,22,2019-12-06 00:00:00,Focus Malaysia,Propertyguru Anticipates Glimmers Of Opportunity,2,"['Opportunity', 0.4215]",[],2019,December,06,0.421,1,1,0.9999999999999899
1507,23,2019-12-05 00:00:00, Kopiandproperty,VISION 20/20: PROPERTYGURU MARKET OUTLOOK,2,"['VISION', 0.25]",[],2019,December,05,0.408,1,1,0.9999999999999968
1508,24,2019-12-05 00:00:00, Sinarharian,Malaysia's economy is expected to grow next January-March,2,[],[],2019,December,05,0.0,2,1,0.9999999999999983
1509,25,2019-12-02 00:00:00,The Rakyat Post,study: 4 major things malaysians are worried about in 2019,2,[],"['worried', -0.296]",2019,December,02,-0.296,0,0,-0.9999999992104956
1510,26,2019-11-16 00:00:00, Bharian,"RCEP the realization of the rise of ASEAN, Asia",2,[],[],2019,November,16,0.0,2,1,0.9999999999841503
1511,27,2019-11-12 00:00:00, Bernama,"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist",2,[],[],2019,November,12,0.0,2,1,0.9999999997034792
1512,28,2019-11-07 00:00:00,Bernama,Bank Rakyat Focuses Efforts Towards Sustainability Seriously,2,[],[],2019,November,07,-0.178,0,1,0.9999999999999964
1513,29,2019-11-07 00:00:00, Bernama,bank rakyat takes sustainability efforts seriously,2,[],"['seriously', -0.1779]",2019,November,07,-0.178,0,1,0.9999999999431237
1514,30,2019-11-06 00:00:00, The Coverage Bureau,"Lim Guan Eng : Rm 800 Billion Debt , Ringgit Is Asia’s Worst Currency , 521 000 Unemployment , Klse Loses Rm157 Billion , 32,000 Retrenchment & Palm Oil From Rm800 To Rm 200",2,[],"['Debt', -0.3612, 'Worst', -0.6249, 'Unemployment', -0.4404, 'Loses', -0.3182]",2019,November,06,-0.896,0,0,-0.9999999971943574
1515,31,2019-10-28 00:00:00, Theedgemalaysia,"RM1,200 minimum wage still below living wage in the Klang Valley | The Edge Markets",2,[],[],2019,October,28,0.0,2,1,0.9996395530000001
1516,32,2019-10-28 00:00:00, Thesundaily,"RM1,200 minimum wage still below living wage in Klang Valley: Economists",2,[],[],2019,October,28,0.0,2,0,-0.843559756
1517,33,2019-10-28 00:00:00,Bernama,"RM1,200 minimum wage still below living wage in the Klang valley",2,[],[],2019,October,28,0.0,2,1,0.06176881000000001
1518,34,2019-10-28 00:00:00,The Malaysian Insight,"RM1,200 minimum wage not nearly enough in Klang Valley, says economist",2,[],[],2019,October,28,0.0,2,0,-0.9999926112655
1519,35,2019-10-23 00:00:00, Malaysians Must Know The Truth,Muhammed Khalid: Developers should lower prices for unsold high-end homes,2,[],"['lower', -0.296]",2019,October,23,-0.296,0,0,-0.9999999981099494
1520,36,2019-10-10 00:00:00,The Star,Focus on closing the disparity gap,2,[],[],2019,October,10,0.0,2,0,-0.92813257
1521,37,2019-09-27 00:00:00,Bharian,Selangor receives the highest domestic visitor expenditure,2,[],[],2019,September,27,0.0,2,1,0.9999999999999899
1522,38,2019-08-20 00:00:00, Newsmalaysiamsn,Malaysia's FDI rises 10.3 pct to RM667. 5bil in Q2,2,[],[],2019,August,20,0.0,2,1,0.9999999999560959
1523,39,2019-08-17 00:00:00, Theedgemalaysia,"2Q GDP highest in five quarters, surprises market - analysts",2,"['surprises', 0.2263]",[],2019,August,17,0.226,1,1,0.99977521886
1524,40,2019-08-16 00:00:00, Bernama,"Q2 GDP highest in 5 quarters, surprises market -- Analysts",2,"['surprises', 0.2263]",[],2019,August,16,0.226,1,1,0.999958736455
1525,41,2019-08-11 00:00:00, New Strait Times,Social inclusion the Islamic way,2,[],[],2019,August,11,0.0,2,1,0.99999994094262
1526,42,2019-07-22 00:00:00, New Strait Times,Malaysia surprises sceptics over sovereign ratings,2,"['surprises', 0.2263]","['sceptics', -0.1779]",2019,July,22,0.052,1,1,0.999999999684988
1527,43,2019-07-14 00:00:00, New Strait Times,Nstleader: Business Matters,2,"['Matters', 0.0258]",[],2019,July,14,0.026,1,1,0.999999999999951
1528,44,2019-06-22 00:00:00, Dailyexpress,"census to cover 12,000 businesses",2,[],[],2019,June,22,0.0,2,1,0.9969487886
1529,45,2019-06-19 00:00:00,The Star,Give more access to financing for first-time homebuyers,2,[],[],2019,June,19,0.0,2,1,0.9999999999964827
1530,46,2019-06-19 00:00:00, Freemalaysiatoday,"Give more access to financing for first-time homebuyers, govt tells banks",2,[],[],2019,June,19,0.0,2,1,0.9999999999941215
1531,47,2019-05-16 00:00:00, Bharian,Malaysia recorded a current account surplus of RM16.4 billion,2,[],[],2019,May,16,0.0,2,1,0.999943968105
1532,48,2019-05-07 00:00:00,News Sabah Times,Malaysia's economy reaches RM1.45 trillion,2,"['reaches', 0.0516]",[],2019,May,07,0.052,1,1,0.9999942270287999
1533,49,2019-05-06 00:00:00,The Star,"Economy rebased to 2015, GNI per capita to reach RM47,720 by 2020",2,"['reach', 0.0258]",[],2019,May,06,0.026,1,1,0.9999999999331564
1534,50,2019-05-06 00:00:00, Bernama,Rebasing does not change GDP projection for 2019: DOSM,2,[],[],2019,May,06,0.0,2,0,-0.999950853228
1535,51,2019-05-06 00:00:00, Bernama,Malaysia's economy reaches new height of RM1.45 tln in 2018,2,"['reaches', 0.0516]",[],2019,May,06,0.052,1,1,0.9999999999997026
1536,52,2019-05-06 00:00:00,Theedgemalaysia,Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,"['reaches', 0.0516]",[],2019,May,06,0.052,1,1,0.99999906191857
1537,53,2019-05-06 00:00:00,Theedgemalaysia,rebasing does not change gdp projection for 2019: dosm,2,[],[],2019,May,06,0.0,2,0,-0.999950853228
1538,54,2019-05-06 00:00:00, Newsmalaysiamsn,Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,"['reaches', 0.0516]",[],2019,May,06,0.052,1,1,0.99999906191857
1539,55,2019-04-30 00:00:00, Dailyexpress,sabah eyes rm60b from manufacturing sector by 2030,2,[],[],2019,April,30,0.0,2,1,0.9999999928498338
1540,56,2019-04-30 00:00:00,Utusan,The Sabah manufacturing sector is targeted at RM60b by 2030,2,[],[],2019,April,30,0.0,2,1,0.9999999999993479
1541,57,2019-04-29 00:00:00, Utusan,Sabah Manufacturing Sector Targeted to Generate Rm60 Billion in Income,2,[],[],2019,April,29,0.0,2,1,0.999999949815134
1542,58,2019-04-25 00:00:00, Newsmalaysiamsn,malaysia ends deflation streak in march,2,[],[],2019,April,25,0.0,2,1,0.9999999999961992
1543,59,2019-04-13 00:00:00,Bernama,malaysian businesses can reach 179 mln active buyers on ebay,2,"['reach', 0.0258, 'active', 0.4019]",[],2019,April,13,0.421,1,0,-0.986884634
1544,60,2019-03-26 00:00:00, Codeblue,Escaping the Poverty-Nutrition Trap - Dr. Madeline Berma,2,"['Escaping', 0.0516]","['Trap', -0.3182]",2019,March,26,-0.273,0,1,0.9999914559226001
1545,61,2019-03-18 00:00:00, Din Merican,Does Gdp Truly Reflect A Nation’s Progress?,2,"['Truly', 0.4404, 'Progress', 0.4215]",[],2019,March,18,0.691,1,1,0.9999999999980446
1546,62,2019-03-16 00:00:00, Malaysians Must Know The Truth,Does Gdp Truly Reflect A Nation's Progress?,2,"['Truly', 0.4404, 'Progress', 0.4215]",[],2019,March,16,0.691,1,1,0.9999999999980446
1547,63,2019-02-01 00:00:00, Bernama,Federal Territory the pulse of nation's economy - Azmin,2,[],[],2019,February,01,0.0,2,1,0.9999999999999999
1548,64,2019-02-01 00:00:00,Thesundaily,federal territory the pulse of nation’s economy: azmin,2,[],[],2019,February,01,0.0,2,1,0.9999999999999999
1549,65,2019-02-01 00:00:00,Theborneopost,federal territory the pulse of nation’s economy – azmin,2,[],[],2019,February,01,0.0,2,1,0.9999999999999999
1550,66,2019-02-01 00:00:00,Theedgemalaysia,azmin: federal territories the pulse of nation's economy,2,[],[],2019,February,01,0.0,2,1,1.0
1551,67,2019-02-01 00:00:00, Bernama,Federal Territory the pulse of nation's economy - Azmin,2,[],[],2019,February,01,0.0,2,1,0.9999999999999999
1552,68,2019-02-01 00:00:00,Newsmalaysiamsn,Azmin: Federal Territories the pulse of nation's economy,2,[],[],2019,February,01,0.0,2,1,1.0
1553,69,2019-02-01 00:00:00,Newsmalaysiamsn,azmin: federal territories the pulse of nation's economy,2,[],[],2019,February,01,0.0,2,1,1.0
1554,70,2019-02-01 00:00:00, The Malaysian Times,federal territory the pulse of nation’s economy – azmin ali,2,[],[],2019,February,01,0.0,2,1,1.0
1555,71,2019-01-30 00:00:00, Astro Awani,industrial chain upgrade for SMEs and large firms,2,[],[],2019,January,30,0.0,2,1,0.9999999999999432
1556,72,2019-01-20 00:00:00,The Third Force,let’s not forget the cha-cha-cha guan eng did with tommy thomas and richard malanjum,2,[],"['forget', -0.2263]",2019,January,20,0.17,1,1,0.99999951726786
1557,1,2019-11-09 00:00:00,Dialog Rakyat,"Real estate, don't let the people squander",0,[],[],2019,November,09,0.0,2,1,0.9999999995737392
1558,2,2019-11-08 00:00:00,Malaysia Kini Bm,national+general,0,[],[],2019,November,08,0.0,2,1,0.99999812051813
1559,3,2019-10-16 00:00:00,Thesundaily,Local digital economy's growth slows in 2018,0,"['growth', 0.3818]",[],2019,October,16,0.382,1,1,0.9999999999966344
1560,4,2019-10-16 00:00:00,Thesundaily,local digital economy’s growth slows in 2018,0,"['growth', 0.3818]",[],2019,October,16,0.382,1,1,0.9999999999966344
1561,5,2019-10-09 00:00:00,Bernama,MATRADE steps up efforts to promote exports in the midst of a trade war,0,[],[],2019,October,09,-0.318,0,1,0.99999976840722
1562,6,2019-10-09 00:00:00,Bernama,Matrade bolsters export promotion efforts amid trade war,0,[],"['war', -0.5994]",2019,October,09,-0.599,0,1,0.9999999998957839
1563,7,2019-10-09 00:00:00,Bernama,Matrade bolsters export promotion efforts amid trade war,0,[],"['war', -0.5994]",2019,October,09,-0.599,0,1,0.9999999998957839
1564,8,2019-09-26 00:00:00,Malaysians Must Know The Truth,Creating 'bankable' housebuyers overnight is perilous,0,"['Creating', 0.296]",[],2019,September,26,0.296,1,1,0.9999952290107
1565,9,2019-09-12 00:00:00,The Star Malaysia,Controlling Rising Healthcare Costs Is Not A Magic Solution,0,"['Solution', 0.3182]",[],2019,September,12,-0.241,0,0,-0.9999999945158424
1566,10,2019-09-06 00:00:00,Pahang Selamat Rakyat Nikmat,when the main Muslim product is interpreted as a non-Muslim boycott,0,[],[],2019,September,06,-0.318,0,0,-0.99999957127506
1567,11,2019-09-06 00:00:00,Bharian,"women and business, separated no",0,[],[],2019,September,06,-0.296,0,0,-0.99999924978477
1568,12,2019-08-26 00:00:00,Theedgemalaysia,"the week ahead: start of najib’s 1mdb trial, banks’ 2q results in focus",0,[],[],2019,August,26,0.0,2,1,0.9999999992371804
1569,13,2019-08-22 00:00:00,The Malaysian Insight,"40,000 unemployed graduates in Sabah",0,[],[],2019,August,22,0.0,2,0,-0.9999998398884541
1570,14,2019-08-15 00:00:00,Malaysia Kini Bm,National+general,0,[],[],2019,August,15,0.0,2,1,0.99999812051813
1571,15,2019-08-05 00:00:00,Theedgemalaysia,"the week ahead: eyes on us-china trade tensions, june ipi",0,[],"['tensions', -0.4019]",2019,August,05,-0.402,0,1,0.99999978115301
1572,16,2019-07-08 00:00:00,Newsmalaysiamsn,The State of the Nation: Growth critical to cutting Malaysia's debt noose,0,"['Growth', 0.3818]","['critical', -0.3182, 'cutting', -0.128, 'debt', -0.3612]",2019,July,08,-0.402,0,0,-0.62136996
1573,17,2019-06-20 00:00:00,Kopiandproperty,FM: Our household debts are down. Start lending more please,0,"['please', 0.3182]",[],2019,June,20,0.38,1,1,0.999775690524
1574,18,2019-06-19 00:00:00,Malaysia Gazette,"Household debt has gone down, banks need to expand access to loans - MalaysiaGazette",0,[],[],2019,June,19,-0.052,0,0,-0.9996231678
1575,19,2019-06-19 00:00:00,Newsmalaysiamsn,"Finance minister: Household debt down, banks please lend to new homebuyers",0,"['please', 0.3182]","['debt', -0.3612]",2019,June,19,-0.052,0,1,0.99987631763
1576,20,2019-06-18 00:00:00,Theborneopost,malaysia’s unemployment may reach 3.9 per cent in 2019,0,"['reach', 0.0258]","['unemployment', -0.4404]",2019,June,18,-0.421,0,1,0.99997968861
1577,21,2019-05-31 00:00:00,Utusan,Don't sacrifice the performance of local universities with excessive backdoor quotas,0,[],[],2019,May,31,0.0,2,0,-0.9999999999180111
1578,22,2019-05-27 00:00:00,Theedgemalaysia,The Week Ahead: Busy final week of corporate earnings announcements,0,[],[],2019,May,27,0.0,2,1,0.9999131541999999
1579,23,2019-05-14 00:00:00,Theborneopost,Malaysia's IPI gains pace but 1Q GDP likely to weakened,0,"['gains', 0.34]","['weakened', -0.3182]",2019,May,14,-0.307,0,1,0.9836845710000001
1580,24,2019-03-04 00:00:00,Theedgemalaysia,my say: boosting the local economy through myth busting,0,"['boosting', 0.34]",[],2019,March,04,0.34,1,0,-0.9999988110033999
1581,25,2019-02-01 00:00:00,Theborneopost,"outwardly rich, inwardly poor",0,"['rich', 0.5574]","['poor', -0.4767]",2019,February,01,0.128,1,0,-0.9999999995802901
1582,26,2019-01-19 00:00:00,Malaysia Kini Bm,national+general,0,[],[],2019,January,19,0.0,2,1,0.99999812051813
1583,27,2019-01-19 00:00:00,Bernama,"business sentiment is weak, too important to ignore",0,[],[],2019,January,19,-0.557,0,0,-0.9999999999952028
1584,28,2019-01-19 00:00:00,Mole,"weak business sentiment, too big to ignore",0,[],"['weak', -0.4404, 'ignore', -0.3612]",2019,January,19,-0.66,0,0,-0.9999999999983152
1585,29,2019-01-11 00:00:00,Kamaluddins Blog,"Ph regime's policies are not clear, unstable politics affect the country's economy",0,[],[],2019,January,11,-0.019,0,1,0.99998423101
1586,30,2019-01-04 00:00:00,The Malay Mail Online,"headwinds abound for singapore, but economists say the silver lining lies in asean",0,[],"['lies', -0.4215]",2019,January,04,-0.572,0,1,0.99918093255
1587,1,2019-12-31 00:00:00, Malaysia Dateline Amanah,Digitization of the country's economy benefits everyone,1,[],[],2019,December,31,0.382,1,1,0.9999999999581712
1588,2,2019-12-18 00:00:00,Bernama,2019 marks year of SME empowerment,1,[],[],2019,December,18,0.0,2,1,1.0
1589,3,2019-12-06 00:00:00, Focus Malaysia,PropertyGuru anticipates glimmers of opportunity,1,"['opportunity', 0.4215]",[],2019,December,06,0.421,1,1,0.9999999999999899
1590,4,2019-12-05 00:00:00, The Star Malaysia,malaysia's economy likely to grow in january–march 2020,1,[],[],2019,December,05,0.0,2,1,0.9999999999563417
1591,5,2019-12-05 00:00:00, The Malaysian Times,Malaysia's economy is expected to grow in January-March 2020,1,[],[],2019,December,05,0.0,2,1,0.9999999999999702
1592,6,2019-12-05 00:00:00, Sinarharian,Malaysia's economy is expected to grow next January-March,1,[],[],2019,December,05,0.0,2,1,0.9999999999999983
1593,7,2019-12-05 00:00:00, The Malay Mail Online,chief statistician: malaysia’s economy likely to grow in jan–march 2020,1,[],[],2019,December,05,0.0,2,1,0.999999999999992
1594,8,2019-12-05 00:00:00,Bernama,Malaysia's economy is expected to grow in January-March 2020,1,[],[],2019,December,05,0.0,2,1,0.9999999999999702
1595,9,2019-12-05 00:00:00,Bernama,Malaysias economy likely to grow in January-March 2020,1,[],[],2019,December,05,0.0,2,1,0.9999999999563417
1596,10,2019-11-13 00:00:00, The Malay Mail Online,"minister: govt to provide rm20.7b in cash, incentives over five years for digitalisation",1,"['incentives', 0.3182]",[],2019,November,13,0.318,1,1,0.99999951497906
1597,11,2019-11-13 00:00:00,Bernama,"Govt to provide RM20.7 billion in cash, incentives over 5 years for digitalisation",1,"['incentives', 0.3182]",[],2019,November,13,0.318,1,1,0.99961415553
1598,12,2019-11-12 00:00:00,Theedgemalaysia,"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist | The Edge Markets",1,[],[],2019,November,12,0.0,2,1,0.9999999995179827
1599,13,2019-11-12 00:00:00,Theedgemalaysia,"global players remain drawn to malaysia’s economy, strategic location — iqi chief economist",1,[],[],2019,November,12,0.0,2,1,0.9999999997034792
1600,14,2019-11-12 00:00:00, Bernama,"Global players remain drawn to Malaysias economy, strategic location - IQI chief economist",1,[],[],2019,November,12,0.0,2,1,0.9999999997034792
1601,15,2019-11-11 00:00:00, Theedgemalaysia,"the week ahead: eye on 3q gdp, singles’ day and trump impeachment inquiry",1,[],[],2019,November,11,0.0,2,1,0.99999954061294
1602,16,2019-11-07 00:00:00, The Malay Mail Online,bank rakyat aims to achieve all the un sustainable development goals,1,[],[],2019,November,07,0.0,2,1,0.9999999999999936
1603,17,2019-10-16 00:00:00,Thesundaily,Malaysia's digital economy contributes 18.5% to GDP in 2018,1,[],[],2019,October,16,0.0,2,1,0.9999999999972717
1604,18,2019-10-05 00:00:00,Bernama,Rationalization of funding institutions to meet the requirements of SME participation - WKB2030,1,[],[],2019,October,05,0.0,2,0,-0.5994414299999999
1605,19,2019-10-04 00:00:00,Bernama,Shared Prosperity Vision is new national development narrative,1,"['Shared', 0.34, 'Vision', 0.25]",[],2019,October,04,0.527,1,1,0.9999999999360434
1606,20,2019-10-01 00:00:00, The Malay Mail Online,midf research sees higher gdp growth in 2h19,1,"['growth', 0.3818]",[],2019,October,01,0.382,1,1,0.9999999882628146
1607,21,2019-10-01 00:00:00,Bernama,MIDF Research sees higher GDP growth in 2H19,1,"['growth', 0.3818]",[],2019,October,01,0.382,1,1,0.9999999882628146
1608,22,2019-09-24 00:00:00, Digital News Asia,malaysia's gain companies poised for global impact,1,"['gain', 0.5267, 'poised', 0.25]",[],2019,September,24,0.66,1,1,0.999999999888383
1609,23,2019-09-23 00:00:00, Theedgemalaysia,The Week Ahead: 1mdb’s First Ceo To Testify After Explosive Revelations,1,[],[],2019,September,23,0.0,2,1,0.9999999999988163
1610,24,2019-09-21 00:00:00, The Star Malaysia,underqualified and overqualified fresh graduates,1,"['fresh', 0.3182]",[],2019,September,21,0.318,1,1,0.999999973315584
1611,25,2019-09-19 00:00:00, Malaysia Kini Bm,National+general,1,[],[],2019,September,19,0.0,2,1,0.99999812051813
1612,26,2019-09-18 00:00:00, Kopiandproperty,Thematic Property Investment: Education As A Catalyst.,1,[],[],2019,September,18,0.0,2,1,0.9999999999989672
1613,27,2019-09-06 00:00:00, Indahnya Islam,100 mandatory facts to support Muslim and indigenous products,1,[],[],2019,September,06,0.459,1,0,-0.999991187372
1614,28,2019-09-06 00:00:00, Dialog Rakyat,100 mandatory facts to support Muslim and indigenous products,1,[],[],2019,September,06,0.459,1,0,-0.999991187372
1615,29,2019-09-05 00:00:00, The Patriots,100 arguments why you should support the #bmbf campaign,1,[],[],2019,September,05,0.0,2,0,-0.999999988201786
1616,30,2019-09-05 00:00:00,Penangkini,100 mandatory facts to support Muslim products & bumiputera products,1,[],[],2019,September,05,0.459,1,0,-0.9999999989959184
1617,31,2019-09-05 00:00:00,Theedgemalaysia,My Say: The Unconventional Role Of Smes And Micro-enterprises For Economic Development,1,[],[],2019,September,05,0.0,2,1,0.9999999999999962
1618,32,2019-09-04 00:00:00,Theedgemalaysia,My Say: Gauging Consumer And Business Optimism,1,"['Optimism', 0.5423]",[],2019,September,04,0.542,1,1,0.9999432338969999
1619,33,2019-09-04 00:00:00, The Malaysian Reserve,lazada ready for digital tax,1,"['ready', 0.3612]",[],2019,September,04,0.361,1,1,0.9999999999999962
1620,34,2019-08-20 00:00:00, New Strait Times,Guan Eng: Malaysia's sustained economic growth continues to attracts FDI,1,"['growth', 0.3818, 'attracts', 0.4019]",[],2019,August,20,0.649,1,1,0.9999999999570706
1621,35,2019-08-20 00:00:00, The Malay Mail Online,Mof: Increase In Fitch Gdp Growth Projection Due To Steady Rise In Fdi,1,"['Increase', 0.3182, 'Growth', 0.3818]",[],2019,August,20,0.599,1,1,0.9999998078438651
1622,36,2019-08-20 00:00:00,Theborneopost,‘future gdp growth hinges on global devt’,1,"['growth', 0.3818]",[],2019,August,20,0.382,1,1,0.9999999998770112
1623,37,2019-08-20 00:00:00, News Yahoo Malaysia,MoF: Increase in Fitch GDP growth projection due to steady rise in FDI,1,"['Increase', 0.3182, 'growth', 0.3818]",[],2019,August,20,0.599,1,1,0.9999998078438651
1624,38,2019-08-19 00:00:00, The Malay Mail Online,Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,"['Vigilant', 0.1779, 'Stronger', 0.3818, 'Growth', 0.3818]",[],2019,August,19,-0.396,0,1,0.9999999999993673
1625,39,2019-08-19 00:00:00, News Sabah Times,Would-be entrepreneurs urged to make use of SMEs Opportunities for B40 Group Programme,1,"['Opportunities', 0.3818]",[],2019,August,19,0.382,1,1,0.9999999999955108
1626,40,2019-08-18 00:00:00, Freemalaysiatoday,Azmin Pledges Vigilance Against Economic Headwinds,1,[],[],2019,August,18,0.0,2,1,0.999999968459928
1627,41,2019-08-18 00:00:00,Bernama,Malaysia will remain vigilant despite Q2 stronger growth -- Azmin,1,"['vigilant', 0.1779, 'stronger', 0.3818, 'growth', 0.3818]",[],2019,August,18,-0.396,0,1,0.9999999999975936
1628,42,2019-08-18 00:00:00, The Malay Mail Online,Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,"['Vigilant', 0.1779, 'Stronger', 0.3818, 'Growth', 0.3818]",[],2019,August,18,-0.396,0,1,0.9999999999993673
1629,43,2019-08-18 00:00:00, Malaysians Must Know The Truth,azmin pledges vigilance against economic headwinds,1,[],[],2019,August,18,0.0,2,1,0.999999968459928
1630,44,2019-08-15 00:00:00,Freemalaysiatoday,"stop playing the blame game and admit the facts, ngo tells warisan",1,"['playing', 0.2023, 'admit', 0.2023]","['stop', -0.296, 'blame', -0.34]",2019,August,15,-0.25,0,0,-0.9999999999998139
1631,45,2019-08-15 00:00:00, Malaysians Must Know The Truth,"Stop playing the blame game and admit the facts, NGO tells Warisan",1,"['playing', 0.2023, 'admit', 0.2023]","['Stop', -0.296, 'blame', -0.34]",2019,August,15,-0.25,0,0,-0.9999999999998139
1632,46,2019-08-09 00:00:00, New Strait Times,Malaysia's economy seen to grow 4.5pc to RM1.51 trillion,1,[],[],2019,August,09,0.0,2,1,0.9999990610667201
1633,47,2019-08-02 00:00:00, Digital News Asia,"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,"['valued', 0.4404]",[],2019,August,02,0.44,1,1,0.9999997819728
